title,year,runtime,genres,rating,metascore,votes,gross,genres_list,main_genre
The Graduate,1967.0,106,"Comedy, Drama, Romance",8.0,83.0,253676,104945305.0,"['Comedy', 'Drama', 'Romance']",Comedy
Who's Afraid of Virginia Woolf?,1966.0,131,Drama,8.0,75.0,68926,23530892.0,['Drama'],Drama
The Sound of Music,1965.0,172,"Biography, Drama, Family",8.0,63.0,205425,163214286.0,"['Biography', 'Drama', 'Family']",Biography
Doctor Zhivago,1965.0,197,"Drama, Romance, War",8.0,69.0,69903,111722000.0,"['Drama', 'Romance', 'War']",Drama
Per un pugno di dollari,1964.0,99,"Action, Drama, Western",8.0,65.0,198219,14500000.0,"['Action', 'Drama', 'Western']",Action
8½,1963.0,138,Drama,8.0,91.0,108844,50690.0,['Drama'],Drama
Vivre sa vie: Film en douze tableaux,1962.0,80,Drama,8.0,79.0,28057,23530892.0,['Drama'],Drama
The Hustler,1961.0,134,"Drama, Sport",8.0,90.0,75067,8284000.0,"['Drama', 'Sport']",Drama
La dolce vita,1960.0,174,"Comedy, Drama",8.0,95.0,66621,19516000.0,"['Comedy', 'Drama']",Comedy
Rio Bravo,1959.0,141,"Action, Drama, Western",8.0,93.0,56305,12535000.0,"['Action', 'Drama', 'Western']",Action
Anatomy of a Murder,1959.0,161,"Crime, Drama, Mystery",8.0,95.0,59847,11900000.0,"['Crime', 'Drama', 'Mystery']",Crime
Touch of Evil,1958.0,95,"Crime, Drama, Film-Noir",8.0,99.0,98431,2237659.0,"['Crime', 'Drama', 'Film-Noir']",Crime
Cat on a Hot Tin Roof,1958.0,108,Drama,8.0,84.0,45062,17570324.0,['Drama'],Drama
Sweet Smell of Success,1957.0,96,"Drama, Film-Noir",8.0,100.0,28137,23530892.0,"['Drama', 'Film-Noir']",Drama
The Killing,1956.0,84,"Crime, Drama, Film-Noir",8.0,91.0,81702,23530892.0,"['Crime', 'Drama', 'Film-Noir']",Crime
The Night of the Hunter,1955.0,92,"Crime, Drama, Film-Noir",8.0,99.0,81980,654000.0,"['Crime', 'Drama', 'Film-Noir']",Crime
La Strada,1954.0,108,Drama,8.0,79.0,58314,23530892.0,['Drama'],Drama
Les diaboliques,1955.0,117,"Crime, Drama, Horror",8.0,79.0,61503,23530892.0,"['Crime', 'Drama', 'Horror']",Crime
Stalag 17,1953.0,120,"Comedy, Drama, War",8.0,84.0,51046,23530892.0,"['Comedy', 'Drama', 'War']",Comedy
Roman Holiday,1953.0,118,"Comedy, Romance",8.0,78.0,127256,23530892.0,"['Comedy', 'Romance']",Comedy
A Streetcar Named Desire,1951.0,122,Drama,8.0,97.0,99182,8000000.0,['Drama'],Drama
In a Lonely Place,1950.0,94,"Drama, Film-Noir, Mystery",8.0,79.0,26784,23530892.0,"['Drama', 'Film-Noir', 'Mystery']",Drama
Kind Hearts and Coronets,1949.0,106,"Comedy, Crime",8.0,79.0,34485,23530892.0,"['Comedy', 'Crime']",Comedy
Rope,1948.0,80,"Crime, Drama, Mystery",8.0,73.0,129783,23530892.0,"['Crime', 'Drama', 'Mystery']",Crime
Out of the Past,1947.0,97,"Crime, Drama, Film-Noir",8.0,79.0,32784,23530892.0,"['Crime', 'Drama', 'Film-Noir']",Crime
Brief Encounter,1945.0,86,"Drama, Romance",8.0,92.0,35601,23530892.0,"['Drama', 'Romance']",Drama
Laura,1944.0,88,"Drama, Film-Noir, Mystery",8.0,79.0,42725,4360000.0,"['Drama', 'Film-Noir', 'Mystery']",Drama
The Best Years of Our Lives,1946.0,170,"Drama, Romance, War",8.0,93.0,57259,23650000.0,"['Drama', 'Romance', 'War']",Drama
Arsenic and Old Lace,1942.0,118,"Comedy, Crime, Thriller",8.0,79.0,65101,23530892.0,"['Comedy', 'Crime', 'Thriller']",Comedy
The Maltese Falcon,1941.0,100,"Film-Noir, Mystery",8.0,96.0,148928,2108060.0,"['Film-Noir', 'Mystery']",Film-Noir
The Grapes of Wrath,1940.0,129,"Drama, History",8.0,96.0,85559,55000.0,"['Drama', 'History']",Drama
The Wizard of Oz,1939.0,102,"Adventure, Family, Fantasy",8.0,92.0,371379,2076020.0,"['Adventure', 'Family', 'Fantasy']",Adventure
La règle du jeu,1939.0,110,"Comedy, Drama",8.0,79.0,26725,23530892.0,"['Comedy', 'Drama']",Comedy
The Thin Man,1934.0,91,"Comedy, Crime, Mystery",8.0,86.0,26642,23530892.0,"['Comedy', 'Crime', 'Mystery']",Comedy
All Quiet on the Western Front,1930.0,152,"Drama, War",8.0,91.0,57318,3270000.0,"['Drama', 'War']",Drama
Bronenosets Potemkin,1925.0,75,"Drama, History, Thriller",8.0,97.0,53054,50970.0,"['Drama', 'History', 'Thriller']",Drama
Knives Out,2019.0,130,"Comedy, Crime, Drama",7.9,82.0,454203,165359751.0,"['Comedy', 'Crime', 'Drama']",Comedy
Dil Bechara,2020.0,101,"Comedy, Drama, Romance",7.9,79.0,111478,23530892.0,"['Comedy', 'Drama', 'Romance']",Comedy
Manbiki kazoku,2018.0,121,"Crime, Drama",7.9,93.0,62754,3313513.0,"['Crime', 'Drama']",Crime
Marriage Story,2019.0,137,"Comedy, Drama, Romance",7.9,94.0,246644,2000000.0,"['Comedy', 'Drama', 'Romance']",Comedy
Call Me by Your Name,2017.0,132,"Drama, Romance",7.9,93.0,212651,18095701.0,"['Drama', 'Romance']",Drama
"I, Daniel Blake",2016.0,100,Drama,7.9,78.0,53818,258168.0,['Drama'],Drama
Isle of Dogs,2018.0,101,"Animation, Adventure, Comedy",7.9,82.0,139114,32015231.0,"['Animation', 'Adventure', 'Comedy']",Animation
Hunt for the Wilderpeople,2016.0,101,"Adventure, Comedy, Drama",7.9,81.0,111483,5202582.0,"['Adventure', 'Comedy', 'Drama']",Adventure
Captain Fantastic,2016.0,118,"Comedy, Drama",7.9,72.0,189400,5875006.0,"['Comedy', 'Drama']",Comedy
Sing Street,2016.0,106,"Comedy, Drama, Music",7.9,79.0,85109,3237118.0,"['Comedy', 'Drama', 'Music']",Comedy
Thor: Ragnarok,2017.0,130,"Action, Adventure, Comedy",7.9,74.0,587775,315058289.0,"['Action', 'Adventure', 'Comedy']",Action
Nightcrawler,2014.0,117,"Crime, Drama, Thriller",7.9,76.0,466134,32381218.0,"['Crime', 'Drama', 'Thriller']",Crime
Jojo Rabbit,2019.0,108,"Comedy, Drama, War",7.9,58.0,297918,349555.0,"['Comedy', 'Drama', 'War']",Comedy
Arrival,2016.0,116,"Drama, Sci-Fi",7.9,81.0,594181,100546139.0,"['Drama', 'Sci-Fi']",Drama
Star Wars: Episode VII - The Force Awakens,2015.0,138,"Action, Adventure, Sci-Fi",7.9,80.0,860823,936662225.0,"['Action', 'Adventure', 'Sci-Fi']",Action
Before Midnight,2013.0,109,"Drama, Romance",7.9,94.0,141457,8114627.0,"['Drama', 'Romance']",Drama
X-Men: Days of Future Past,2014.0,132,"Action, Adventure, Sci-Fi",7.9,75.0,659763,233921534.0,"['Action', 'Adventure', 'Sci-Fi']",Action
Bir Zamanlar Anadolu'da,2011.0,157,"Crime, Drama",7.9,82.0,41995,138730.0,"['Crime', 'Drama']",Crime
The Artist,2011.0,100,"Comedy, Drama, Romance",7.9,89.0,230624,44671682.0,"['Comedy', 'Drama', 'Romance']",Comedy
Edge of Tomorrow,2014.0,113,"Action, Adventure, Sci-Fi",7.9,71.0,600004,100206256.0,"['Action', 'Adventure', 'Sci-Fi']",Action
Amour,2012.0,127,"Drama, Romance",7.9,94.0,93090,6739492.0,"['Drama', 'Romance']",Drama
The Irishman,2019.0,209,"Biography, Crime, Drama",7.9,94.0,324720,7000000.0,"['Biography', 'Crime', 'Drama']",Biography
Un prophète,2009.0,155,"Crime, Drama",7.9,90.0,93560,2084637.0,"['Crime', 'Drama']",Crime
Moon,2009.0,97,"Drama, Mystery, Sci-Fi",7.9,67.0,335152,5009677.0,"['Drama', 'Mystery', 'Sci-Fi']",Drama
Låt den rätte komma in,2008.0,114,"Crime, Drama, Fantasy",7.9,82.0,205609,2122065.0,"['Crime', 'Drama', 'Fantasy']",Crime
District 9,2009.0,112,"Action, Sci-Fi, Thriller",7.9,81.0,638202,115646235.0,"['Action', 'Sci-Fi', 'Thriller']",Action
The Wrestler,2008.0,109,"Drama, Sport",7.9,80.0,289415,26236603.0,"['Drama', 'Sport']",Drama
Jab We Met,2007.0,138,"Comedy, Drama, Romance",7.9,79.0,47720,410800.0,"['Comedy', 'Drama', 'Romance']",Comedy
Boyhood,2014.0,165,Drama,7.9,100.0,335533,25379975.0,['Drama'],Drama
"4 luni, 3 saptamâni si 2 zile",2007.0,113,Drama,7.9,97.0,56625,1185783.0,['Drama'],Drama
Star Trek,2009.0,127,"Action, Adventure, Sci-Fi",7.9,82.0,577336,257730019.0,"['Action', 'Adventure', 'Sci-Fi']",Action
In Bruges,2008.0,107,"Comedy, Crime, Drama",7.9,67.0,390334,7757130.0,"['Comedy', 'Crime', 'Drama']",Comedy
The Man from Earth,2007.0,87,"Drama, Fantasy, Mystery",7.9,79.0,174125,23530892.0,"['Drama', 'Fantasy', 'Mystery']",Drama
Letters from Iwo Jima,2006.0,141,"Action, Adventure, Drama",7.9,89.0,154011,13756082.0,"['Action', 'Adventure', 'Drama']",Action
The Fall,2006.0,117,"Adventure, Drama, Fantasy",7.9,64.0,107290,2280348.0,"['Adventure', 'Drama', 'Fantasy']",Adventure
Life of Pi,2012.0,127,"Adventure, Drama, Fantasy",7.9,79.0,580708,124987023.0,"['Adventure', 'Drama', 'Fantasy']",Adventure
Fantastic Mr. Fox,2009.0,87,"Animation, Adventure, Comedy",7.9,83.0,199696,21002919.0,"['Animation', 'Adventure', 'Comedy']",Animation
C.R.A.Z.Y.,2005.0,129,"Comedy, Drama",7.9,81.0,31476,23530892.0,"['Comedy', 'Drama']",Comedy
Les choristes,2004.0,97,"Drama, Music",7.9,56.0,57430,3635164.0,"['Drama', 'Music']",Drama
Iron Man,2008.0,126,"Action, Adventure, Sci-Fi",7.9,79.0,939644,318412101.0,"['Action', 'Adventure', 'Sci-Fi']",Action
Shaun of the Dead,2004.0,99,"Comedy, Horror",7.9,76.0,512249,13542874.0,"['Comedy', 'Horror']",Comedy
Gegen die Wand,2004.0,121,"Drama, Romance",7.9,78.0,51325,23530892.0,"['Drama', 'Romance']",Drama
Mystic River,2003.0,138,"Crime, Drama, Mystery",7.9,84.0,419420,90135191.0,"['Crime', 'Drama', 'Mystery']",Crime
Harry Potter and the Prisoner of Azkaban,2004.0,142,"Adventure, Family, Fantasy",7.9,82.0,552493,249358727.0,"['Adventure', 'Family', 'Fantasy']",Adventure
Ying xiong,2002.0,120,"Action, Adventure, History",7.9,85.0,173999,53710019.0,"['Action', 'Adventure', 'History']",Action
Hable con ella,2002.0,112,"Drama, Mystery, Romance",7.9,86.0,104691,9284265.0,"['Drama', 'Mystery', 'Romance']",Drama
No Man's Land,2001.0,98,"Comedy, Drama, War",7.9,84.0,44618,1059830.0,"['Comedy', 'Drama', 'War']",Comedy
Cowboy Bebop: Tengoku no tobira,2001.0,115,"Animation, Action, Crime",7.9,61.0,42897,1000045.0,"['Animation', 'Action', 'Crime']",Animation
The Bourne Identity,2002.0,119,"Action, Mystery, Thriller",7.9,68.0,508771,121661683.0,"['Action', 'Mystery', 'Thriller']",Action
Nueve reinas,2000.0,114,"Crime, Drama, Thriller",7.9,80.0,49721,1221261.0,"['Crime', 'Drama', 'Thriller']",Crime
Children of Men,2006.0,109,"Adventure, Drama, Sci-Fi",7.9,84.0,465113,35552383.0,"['Adventure', 'Drama', 'Sci-Fi']",Adventure
Almost Famous,2000.0,122,"Adventure, Comedy, Drama",7.9,90.0,252586,32534850.0,"['Adventure', 'Comedy', 'Drama']",Adventure
Mulholland Dr.,2001.0,147,"Drama, Mystery, Thriller",7.9,85.0,322031,7220243.0,"['Drama', 'Mystery', 'Thriller']",Drama
Toy Story 2,1999.0,92,"Animation, Adventure, Comedy",7.9,88.0,527512,245852179.0,"['Animation', 'Adventure', 'Comedy']",Animation
Boogie Nights,1997.0,155,Drama,7.9,85.0,239473,26400640.0,['Drama'],Drama
Mimi wo sumaseba,1995.0,111,"Animation, Drama, Family",7.9,75.0,51943,23530892.0,"['Animation', 'Drama', 'Family']",Animation
Once Were Warriors,1994.0,102,"Crime, Drama",7.9,77.0,31590,2201126.0,"['Crime', 'Drama']",Crime
True Romance,1993.0,119,"Crime, Drama, Romance",7.9,59.0,206918,12281500.0,"['Crime', 'Drama', 'Romance']",Crime
Trois couleurs: Bleu,1993.0,94,"Drama, Music, Mystery",7.9,85.0,89836,1324974.0,"['Drama', 'Music', 'Mystery']",Drama
Jûbê ninpûchô,1993.0,94,"Animation, Action, Adventure",7.9,79.0,34529,23530892.0,"['Animation', 'Action', 'Adventure']",Animation
Carlito's Way,1993.0,144,"Crime, Drama, Thriller",7.9,65.0,201000,36948322.0,"['Crime', 'Drama', 'Thriller']",Crime
Edward Scissorhands,1990.0,105,"Drama, Fantasy, Romance",7.9,74.0,447368,56362352.0,"['Drama', 'Fantasy', 'Romance']",Drama
My Left Foot: The Story of Christy Brown,1989.0,103,"Biography, Drama",7.9,97.0,68076,14743391.0,"['Biography', 'Drama']",Biography
Crimes and Misdemeanors,1989.0,104,"Comedy, Drama",7.9,77.0,54670,18254702.0,"['Comedy', 'Drama']",Comedy
The Untouchables,1987.0,119,"Crime, Drama, Thriller",7.9,79.0,281842,76270454.0,"['Crime', 'Drama', 'Thriller']",Crime
Hannah and Her Sisters,1986.0,107,"Comedy, Drama",7.9,90.0,67176,40084041.0,"['Comedy', 'Drama']",Comedy
Brazil,1985.0,132,"Drama, Sci-Fi",7.9,84.0,187567,9929135.0,"['Drama', 'Sci-Fi']",Drama
This Is Spinal Tap,1984.0,82,"Comedy, Music",7.9,92.0,128812,188751.0,"['Comedy', 'Music']",Comedy
A Christmas Story,1983.0,93,"Comedy, Family",7.9,77.0,132947,20605209.0,"['Comedy', 'Family']",Comedy
The Blues Brothers,1980.0,133,"Action, Adventure, Comedy",7.9,60.0,183182,57229890.0,"['Action', 'Adventure', 'Comedy']",Action
Manhattan,1979.0,96,"Comedy, Drama, Romance",7.9,83.0,131436,45700000.0,"['Comedy', 'Drama', 'Romance']",Comedy
All That Jazz,1979.0,123,"Drama, Music, Musical",7.9,72.0,28223,37823676.0,"['Drama', 'Music', 'Musical']",Drama
Dawn of the Dead,1978.0,127,"Action, Adventure, Horror",7.9,71.0,111512,5100000.0,"['Action', 'Adventure', 'Horror']",Action
All the President's Men,1976.0,138,"Biography, Drama, History",7.9,84.0,103031,70600000.0,"['Biography', 'Drama', 'History']",Biography
La montaña sagrada,1973.0,114,"Adventure, Drama, Fantasy",7.9,76.0,37183,61001.0,"['Adventure', 'Drama', 'Fantasy']",Adventure
Amarcord,1973.0,123,"Comedy, Drama, Family",7.9,79.0,39897,23530892.0,"['Comedy', 'Drama', 'Family']",Comedy
Le charme discret de la bourgeoisie,1972.0,102,Comedy,7.9,93.0,38737,198809.0,['Comedy'],Comedy
"Aguirre, der Zorn Gottes",1972.0,95,"Action, Adventure, Biography",7.9,79.0,52397,23530892.0,"['Action', 'Adventure', 'Biography']",Action
Harold and Maude,1971.0,91,"Comedy, Drama, Romance",7.9,62.0,70826,23530892.0,"['Comedy', 'Drama', 'Romance']",Comedy
Patton,1970.0,172,"Biography, Drama, War",7.9,91.0,93741,61700000.0,"['Biography', 'Drama', 'War']",Biography
The Wild Bunch,1969.0,145,"Action, Adventure, Western",7.9,97.0,77401,12064472.0,"['Action', 'Adventure', 'Western']",Action
Night of the Living Dead,1968.0,96,"Horror, Thriller",7.9,89.0,116557,89029.0,"['Horror', 'Thriller']",Horror
The Lion in Winter,1968.0,134,"Biography, Drama, History",7.9,79.0,29003,22276975.0,"['Biography', 'Drama', 'History']",Biography
In the Heat of the Night,1967.0,110,"Crime, Drama, Mystery",7.9,75.0,67804,24379978.0,"['Crime', 'Drama', 'Mystery']",Crime
Charade,1963.0,113,"Comedy, Mystery, Romance",7.9,83.0,68689,13474588.0,"['Comedy', 'Mystery', 'Romance']",Comedy
The Manchurian Candidate,1962.0,126,"Drama, Thriller",7.9,94.0,71122,23530892.0,"['Drama', 'Thriller']",Drama
Spartacus,1960.0,197,"Adventure, Biography, Drama",7.9,87.0,124339,30000000.0,"['Adventure', 'Biography', 'Drama']",Adventure
L'avventura,1960.0,144,"Drama, Mystery",7.9,79.0,26542,23530892.0,"['Drama', 'Mystery']",Drama
Hiroshima mon amour,1959.0,90,"Drama, Romance",7.9,79.0,28421,88300.0,"['Drama', 'Romance']",Drama
The Ten Commandments,1956.0,220,"Adventure, Drama",7.9,79.0,63560,93740000.0,"['Adventure', 'Drama']",Adventure
The Searchers,1956.0,119,"Adventure, Drama, Western",7.9,94.0,80316,23530892.0,"['Adventure', 'Drama', 'Western']",Adventure
East of Eden,1955.0,118,Drama,7.9,72.0,40313,23530892.0,['Drama'],Drama
High Noon,1952.0,85,"Drama, Thriller, Western",7.9,89.0,97222,9450000.0,"['Drama', 'Thriller', 'Western']",Drama
Strangers on a Train,1951.0,101,"Crime, Film-Noir, Thriller",7.9,88.0,123341,7630000.0,"['Crime', 'Film-Noir', 'Thriller']",Crime
Harvey,1950.0,104,"Comedy, Drama, Fantasy",7.9,79.0,52573,23530892.0,"['Comedy', 'Drama', 'Fantasy']",Comedy
Miracle on 34th Street,1947.0,96,"Comedy, Drama, Family",7.9,88.0,41625,2650000.0,"['Comedy', 'Drama', 'Family']",Comedy
Notorious,1946.0,102,"Drama, Film-Noir, Romance",7.9,100.0,92306,10464000.0,"['Drama', 'Film-Noir', 'Romance']",Drama
The Big Sleep,1946.0,114,"Crime, Film-Noir, Mystery",7.9,79.0,78796,6540000.0,"['Crime', 'Film-Noir', 'Mystery']",Crime
The Lost Weekend,1945.0,101,"Drama, Film-Noir",7.9,79.0,33549,9460000.0,"['Drama', 'Film-Noir']",Drama
The Philadelphia Story,1940.0,112,"Comedy, Romance",7.9,96.0,63550,23530892.0,"['Comedy', 'Romance']",Comedy
His Girl Friday,1940.0,92,"Comedy, Drama, Romance",7.9,79.0,53667,296000.0,"['Comedy', 'Drama', 'Romance']",Comedy
The Adventures of Robin Hood,1938.0,102,"Action, Adventure, Romance",7.9,97.0,47175,3981000.0,"['Action', 'Adventure', 'Romance']",Action
A Night at the Opera,1935.0,96,"Comedy, Music, Musical",7.9,79.0,30580,2537520.0,"['Comedy', 'Music', 'Musical']",Comedy
King Kong,1933.0,100,"Adventure, Horror, Sci-Fi",7.9,90.0,78991,10000000.0,"['Adventure', 'Horror', 'Sci-Fi']",Adventure
Freaks,1932.0,64,"Drama, Horror",7.9,80.0,42117,23530892.0,"['Drama', 'Horror']",Drama
Nosferatu,1922.0,94,"Fantasy, Horror",7.9,79.0,88794,23530892.0,"['Fantasy', 'Horror']",Fantasy
The Gentlemen,2019.0,113,"Action, Comedy, Crime",7.8,51.0,237392,23530892.0,"['Action', 'Comedy', 'Crime']",Action
Raazi,2018.0,138,"Action, Drama, Thriller",7.8,79.0,25344,23530892.0,"['Action', 'Drama', 'Thriller']",Action
Sound of Metal,2019.0,120,"Drama, Music",7.8,81.0,27187,23530892.0,"['Drama', 'Music']",Drama
Forushande,2016.0,124,Drama,7.8,85.0,51240,2402067.0,['Drama'],Drama
Dunkirk,2017.0,106,"Action, Drama, History",7.8,94.0,555092,188373161.0,"['Action', 'Drama', 'History']",Action
Perfetti sconosciuti,2016.0,96,"Comedy, Drama",7.8,79.0,57168,23530892.0,"['Comedy', 'Drama']",Comedy
Hidden Figures,2016.0,127,"Biography, Drama, History",7.8,74.0,200876,169607287.0,"['Biography', 'Drama', 'History']",Biography
Paddington 2,2017.0,103,"Adventure, Comedy, Family",7.8,88.0,61594,40442052.0,"['Adventure', 'Comedy', 'Family']",Adventure
Udta Punjab,2016.0,148,"Action, Crime, Drama",7.8,79.0,27175,23530892.0,"['Action', 'Crime', 'Drama']",Action
Kubo and the Two Strings,2016.0,101,"Animation, Action, Adventure",7.8,84.0,118035,48023088.0,"['Animation', 'Action', 'Adventure']",Animation
M.S. Dhoni: The Untold Story,2016.0,184,"Biography, Drama, Sport",7.8,79.0,40416,1782795.0,"['Biography', 'Drama', 'Sport']",Biography
Manchester by the Sea,2016.0,137,Drama,7.8,96.0,246963,47695120.0,['Drama'],Drama
Under sandet,2015.0,100,"Drama, History, War",7.8,75.0,35539,435266.0,"['Drama', 'History', 'War']",Drama
Rogue One,2016.0,133,"Action, Adventure, Sci-Fi",7.8,65.0,556608,532177324.0,"['Action', 'Adventure', 'Sci-Fi']",Action
Captain America: Civil War,2016.0,147,"Action, Adventure, Sci-Fi",7.8,75.0,663649,408084349.0,"['Action', 'Adventure', 'Sci-Fi']",Action
The Hateful Eight,2015.0,168,"Crime, Drama, Mystery",7.8,68.0,517059,54117416.0,"['Crime', 'Drama', 'Mystery']",Crime
Little Women,2019.0,135,"Drama, Romance",7.8,91.0,143250,108101214.0,"['Drama', 'Romance']",Drama
Loving Vincent,2017.0,94,"Animation, Biography, Crime",7.8,62.0,50778,6735118.0,"['Animation', 'Biography', 'Crime']",Animation
Pride,2014.0,119,"Biography, Comedy, Drama",7.8,79.0,51841,23530892.0,"['Biography', 'Comedy', 'Drama']",Biography
Le passé,2013.0,130,"Drama, Mystery",7.8,85.0,45002,1330596.0,"['Drama', 'Mystery']",Drama
La grande bellezza,2013.0,141,Drama,7.8,86.0,81125,2852400.0,['Drama'],Drama
The Lunchbox,2013.0,104,"Drama, Romance",7.8,76.0,50523,4231500.0,"['Drama', 'Romance']",Drama
Vicky Donor,2012.0,126,"Comedy, Romance",7.8,79.0,39710,169209.0,"['Comedy', 'Romance']",Comedy
Big Hero 6,2014.0,102,"Animation, Action, Adventure",7.8,74.0,410983,222527828.0,"['Animation', 'Action', 'Adventure']",Animation
About Time,2013.0,123,"Comedy, Drama, Fantasy",7.8,55.0,303032,15322921.0,"['Comedy', 'Drama', 'Fantasy']",Comedy
English Vinglish,2012.0,134,"Comedy, Drama, Family",7.8,79.0,33618,1670773.0,"['Comedy', 'Drama', 'Family']",Comedy
Kaze tachinu,2013.0,126,"Animation, Biography, Drama",7.8,83.0,73690,5209580.0,"['Animation', 'Biography', 'Drama']",Animation
Toy Story 4,2019.0,100,"Animation, Adventure, Comedy",7.8,84.0,203177,434038008.0,"['Animation', 'Adventure', 'Comedy']",Animation
La migliore offerta,2013.0,131,"Crime, Drama, Mystery",7.8,49.0,108399,85433.0,"['Crime', 'Drama', 'Mystery']",Crime
Moonrise Kingdom,2012.0,94,"Comedy, Drama, Romance",7.8,84.0,318789,45512466.0,"['Comedy', 'Drama', 'Romance']",Comedy
How to Train Your Dragon 2,2014.0,102,"Animation, Action, Adventure",7.8,76.0,305611,177002924.0,"['Animation', 'Action', 'Adventure']",Animation
The Big Short,2015.0,130,"Biography, Comedy, Drama",7.8,81.0,362942,70259870.0,"['Biography', 'Comedy', 'Drama']",Biography
Kokuhaku,2010.0,106,"Drama, Thriller",7.8,79.0,35713,23530892.0,"['Drama', 'Thriller']",Drama
Ang-ma-reul bo-at-da,2010.0,144,"Action, Crime, Drama",7.8,67.0,111252,128392.0,"['Action', 'Crime', 'Drama']",Action
The Girl with the Dragon Tattoo,2011.0,158,"Crime, Drama, Mystery",7.8,71.0,423010,102515793.0,"['Crime', 'Drama', 'Mystery']",Crime
Captain Phillips,2013.0,134,"Adventure, Biography, Crime",7.8,82.0,421244,107100855.0,"['Adventure', 'Biography', 'Crime']",Adventure
Ajeossi,2010.0,119,"Action, Crime, Drama",7.8,79.0,62848,6460.0,"['Action', 'Crime', 'Drama']",Action
Straight Outta Compton,2015.0,147,"Biography, Drama, History",7.8,72.0,179264,161197785.0,"['Biography', 'Drama', 'History']",Biography
Madeo,2009.0,129,"Crime, Drama, Mystery",7.8,79.0,52758,547292.0,"['Crime', 'Drama', 'Mystery']",Crime
Chugyeokja,2008.0,125,"Action, Crime, Thriller",7.8,64.0,58468,23530892.0,"['Action', 'Crime', 'Thriller']",Action
The Hobbit: The Desolation of Smaug,2013.0,161,"Adventure, Fantasy",7.8,66.0,601408,258366855.0,"['Adventure', 'Fantasy']",Adventure
Das weiße Band - Eine deutsche Kindergeschichte,2009.0,144,"Drama, History, Mystery",7.8,82.0,68715,2222647.0,"['Drama', 'History', 'Mystery']",Drama
Män som hatar kvinnor,2009.0,152,"Crime, Drama, Mystery",7.8,76.0,208994,10095170.0,"['Crime', 'Drama', 'Mystery']",Crime
The Trial of the Chicago 7,2020.0,129,"Drama, History, Thriller",7.8,77.0,89896,23530892.0,"['Drama', 'History', 'Thriller']",Drama
Druk,2020.0,117,"Comedy, Drama",7.8,81.0,33931,23530892.0,"['Comedy', 'Drama']",Comedy
The Fighter,2010.0,116,"Biography, Drama, Sport",7.8,79.0,340584,93617009.0,"['Biography', 'Drama', 'Sport']",Biography
Taken,2008.0,90,"Action, Thriller",7.8,51.0,564791,145000989.0,"['Action', 'Thriller']",Action
The Boy in the Striped Pyjamas,2008.0,94,"Drama, History, War",7.8,55.0,190748,9030581.0,"['Drama', 'History', 'War']",Drama
Once,2007.0,86,"Drama, Music, Romance",7.8,88.0,110656,9439923.0,"['Drama', 'Music', 'Romance']",Drama
The Hobbit: An Unexpected Journey,2012.0,169,"Adventure, Fantasy",7.8,58.0,757377,303003568.0,"['Adventure', 'Fantasy']",Adventure
Auf der anderen Seite,2007.0,122,Drama,7.8,85.0,30827,741283.0,['Drama'],Drama
Atonement,2007.0,123,"Drama, Mystery, Romance",7.8,85.0,251370,50927067.0,"['Drama', 'Mystery', 'Romance']",Drama
Drive,2011.0,100,"Crime, Drama",7.8,78.0,571571,35061555.0,"['Crime', 'Drama']",Crime
American Gangster,2007.0,157,"Biography, Crime, Drama",7.8,76.0,392449,130164645.0,"['Biography', 'Crime', 'Drama']",Biography
Avatar,2009.0,162,"Action, Adventure, Fantasy",7.8,83.0,1118998,760507625.0,"['Action', 'Adventure', 'Fantasy']",Action
Mr. Nobody,2009.0,141,"Drama, Fantasy, Romance",7.8,63.0,216421,3600.0,"['Drama', 'Fantasy', 'Romance']",Drama
Apocalypto,2006.0,139,"Action, Adventure, Drama",7.8,68.0,291018,50866635.0,"['Action', 'Adventure', 'Drama']",Action
Little Miss Sunshine,2006.0,101,"Comedy, Drama",7.8,80.0,439856,59891098.0,"['Comedy', 'Drama']",Comedy
Hot Fuzz,2007.0,121,"Action, Comedy, Mystery",7.8,81.0,463466,23637265.0,"['Action', 'Comedy', 'Mystery']",Action
The Curious Case of Benjamin Button,2008.0,166,"Drama, Fantasy, Romance",7.8,70.0,589160,127509326.0,"['Drama', 'Fantasy', 'Romance']",Drama
Veer-Zaara,2004.0,192,"Drama, Family, Musical",7.8,67.0,49050,2921738.0,"['Drama', 'Family', 'Musical']",Drama
Adams æbler,2005.0,94,"Comedy, Crime, Drama",7.8,51.0,45717,1305.0,"['Comedy', 'Crime', 'Drama']",Comedy
Pride & Prejudice,2005.0,129,"Drama, Romance",7.8,82.0,258924,38405088.0,"['Drama', 'Romance']",Drama
The World's Fastest Indian,2005.0,127,"Biography, Drama, Sport",7.8,68.0,51980,5128124.0,"['Biography', 'Drama', 'Sport']",Biography
Tôkyô goddofâzâzu,2003.0,90,"Animation, Adventure, Comedy",7.8,73.0,31658,128985.0,"['Animation', 'Adventure', 'Comedy']",Animation
Serenity,2005.0,119,"Action, Adventure, Sci-Fi",7.8,74.0,283310,25514517.0,"['Action', 'Adventure', 'Sci-Fi']",Action
Walk the Line,2005.0,136,"Biography, Drama, Music",7.8,72.0,234207,119519402.0,"['Biography', 'Drama', 'Music']",Biography
Ondskan,2003.0,113,Drama,7.8,61.0,35682,15280.0,['Drama'],Drama
