title,year,runtime,genres,rating,metascore,votes,gross,genres_list,main_genre
Deliverance,1972.0,109,"Adventure, Drama, Thriller",7.7,80.0,98740,7056013.0,"['Adventure', 'Drama', 'Thriller']",Adventure
The French Connection,1971.0,104,"Action, Crime, Drama",7.7,94.0,110075,15630710.0,"['Action', 'Crime', 'Drama']",Action
Dirty Harry,1971.0,102,"Action, Crime, Thriller",7.7,90.0,143292,35900000.0,"['Action', 'Crime', 'Thriller']",Action
Where Eagles Dare,1968.0,158,"Action, Adventure, War",7.7,63.0,51913,23530892.0,"['Action', 'Adventure', 'War']",Action
The Odd Couple,1968.0,105,Comedy,7.7,86.0,31572,44527234.0,['Comedy'],Comedy
The Dirty Dozen,1967.0,150,"Action, Adventure, War",7.7,73.0,67183,45300000.0,"['Action', 'Adventure', 'War']",Action
Belle de jour,1967.0,100,"Drama, Romance",7.7,79.0,40274,26331.0,"['Drama', 'Romance']",Drama
A Man for All Seasons,1966.0,120,"Biography, Drama, History",7.7,72.0,31222,28350000.0,"['Biography', 'Drama', 'History']",Biography
Repulsion,1965.0,105,"Drama, Horror, Thriller",7.7,91.0,48883,23530892.0,"['Drama', 'Horror', 'Thriller']",Drama
Zulu,1964.0,138,"Drama, History, War",7.7,77.0,35999,23530892.0,"['Drama', 'History', 'War']",Drama
Goldfinger,1964.0,110,"Action, Adventure, Thriller",7.7,87.0,174119,51081062.0,"['Action', 'Adventure', 'Thriller']",Action
The Birds,1963.0,119,"Drama, Horror, Mystery",7.7,90.0,171739,11403529.0,"['Drama', 'Horror', 'Mystery']",Drama
Cape Fear,1962.0,106,"Drama, Thriller",7.7,76.0,26457,23530892.0,"['Drama', 'Thriller']",Drama
Peeping Tom,1960.0,101,"Drama, Horror, Thriller",7.7,79.0,31354,83957.0,"['Drama', 'Horror', 'Thriller']",Drama
The Magnificent Seven,1960.0,128,"Action, Adventure, Western",7.7,74.0,87719,4905000.0,"['Action', 'Adventure', 'Western']",Action
Les yeux sans visage,1960.0,90,"Drama, Horror",7.7,90.0,27620,52709.0,"['Drama', 'Horror']",Drama
Invasion of the Body Snatchers,1956.0,80,"Drama, Horror, Sci-Fi",7.7,92.0,44839,23530892.0,"['Drama', 'Horror', 'Sci-Fi']",Drama
Rebel Without a Cause,1955.0,111,Drama,7.7,89.0,83363,23530892.0,['Drama'],Drama
The Ladykillers,1955.0,91,"Comedy, Crime",7.7,91.0,26464,23530892.0,"['Comedy', 'Crime']",Comedy
Sabrina,1954.0,113,"Comedy, Drama, Romance",7.7,72.0,59415,23530892.0,"['Comedy', 'Drama', 'Romance']",Comedy
The Quiet Man,1952.0,129,"Comedy, Drama, Romance",7.7,79.0,34677,10550000.0,"['Comedy', 'Drama', 'Romance']",Comedy
The Day the Earth Stood Still,1951.0,92,"Drama, Sci-Fi",7.7,79.0,76315,23530892.0,"['Drama', 'Sci-Fi']",Drama
The African Queen,1951.0,105,"Adventure, Drama, Romance",7.7,91.0,71481,536118.0,"['Adventure', 'Drama', 'Romance']",Adventure
Gilda,1946.0,110,"Drama, Film-Noir, Romance",7.7,79.0,27991,23530892.0,"['Drama', 'Film-Noir', 'Romance']",Drama
Fantasia,1940.0,125,"Animation, Family, Fantasy",7.7,96.0,88662,76408097.0,"['Animation', 'Family', 'Fantasy']",Animation
The Invisible Man,1933.0,71,"Horror, Sci-Fi",7.7,87.0,30683,23530892.0,"['Horror', 'Sci-Fi']",Horror
Dark Waters,2019.0,126,"Biography, Drama, History",7.6,73.0,60408,23530892.0,"['Biography', 'Drama', 'History']",Biography
Searching,2018.0,102,"Drama, Mystery, Thriller",7.6,71.0,140840,26020957.0,"['Drama', 'Mystery', 'Thriller']",Drama
Once Upon a Time... in Hollywood,2019.0,161,"Comedy, Drama",7.6,83.0,551309,142502728.0,"['Comedy', 'Drama']",Comedy
Nelyubov,2017.0,127,Drama,7.6,86.0,29765,566356.0,['Drama'],Drama
The Florida Project,2017.0,111,Drama,7.6,92.0,95181,5904366.0,['Drama'],Drama
Just Mercy,2019.0,137,"Biography, Crime, Drama",7.6,68.0,46739,23530892.0,"['Biography', 'Crime', 'Drama']",Biography
Gifted,2017.0,101,Drama,7.6,60.0,99643,24801212.0,['Drama'],Drama
The Peanut Butter Falcon,2019.0,97,"Adventure, Comedy, Drama",7.6,70.0,66346,13122642.0,"['Adventure', 'Comedy', 'Drama']",Adventure
Victoria,2015.0,138,"Crime, Drama, Romance",7.6,77.0,52903,23530892.0,"['Crime', 'Drama', 'Romance']",Crime
Mustang,2015.0,97,Drama,7.6,83.0,35785,845464.0,['Drama'],Drama
Guardians of the Galaxy Vol. 2,2017.0,136,"Action, Adventure, Comedy",7.6,67.0,569974,389813101.0,"['Action', 'Adventure', 'Comedy']",Action
Baby Driver,2017.0,113,"Action, Crime, Drama",7.6,86.0,439406,107825862.0,"['Action', 'Crime', 'Drama']",Action
Only the Brave,2017.0,134,"Action, Biography, Drama",7.6,72.0,58371,18340051.0,"['Action', 'Biography', 'Drama']",Action
Bridge of Spies,2015.0,142,"Drama, History, Thriller",7.6,81.0,287659,72313754.0,"['Drama', 'History', 'Thriller']",Drama
Incredibles 2,2018.0,118,"Animation, Action, Adventure",7.6,80.0,250057,608581744.0,"['Animation', 'Action', 'Adventure']",Animation
Moana,2016.0,107,"Animation, Adventure, Comedy",7.6,81.0,272784,248757044.0,"['Animation', 'Adventure', 'Comedy']",Animation
Sicario,2015.0,121,"Action, Crime, Drama",7.6,82.0,371291,46889293.0,"['Action', 'Crime', 'Drama']",Action
Creed,2015.0,133,"Drama, Sport",7.6,82.0,247666,109767581.0,"['Drama', 'Sport']",Drama
Leviafan,2014.0,140,"Crime, Drama",7.6,92.0,49397,1092800.0,"['Crime', 'Drama']",Crime
Hell or High Water,2016.0,102,"Action, Crime, Drama",7.6,88.0,204175,26862450.0,"['Action', 'Crime', 'Drama']",Action
Philomena,2013.0,98,"Biography, Comedy, Drama",7.6,77.0,94212,37707719.0,"['Biography', 'Comedy', 'Drama']",Biography
Dawn of the Planet of the Apes,2014.0,130,"Action, Adventure, Drama",7.6,79.0,411599,208545589.0,"['Action', 'Adventure', 'Drama']",Action
El cuerpo,2012.0,112,"Mystery, Thriller",7.6,79.0,57549,23530892.0,"['Mystery', 'Thriller']",Mystery
Serbuan maut,2011.0,101,"Action, Thriller",7.6,73.0,190531,4105123.0,"['Action', 'Thriller']",Action
End of Watch,2012.0,109,"Action, Crime, Drama",7.6,68.0,228132,41003371.0,"['Action', 'Crime', 'Drama']",Action
Kari-gurashi no Arietti,2010.0,94,"Animation, Adventure, Family",7.6,80.0,80939,19202743.0,"['Animation', 'Adventure', 'Family']",Animation
A Star Is Born,2018.0,136,"Drama, Music, Romance",7.6,88.0,334312,215288866.0,"['Drama', 'Music', 'Romance']",Drama
True Grit,2010.0,110,"Drama, Western",7.6,80.0,311822,171243005.0,"['Drama', 'Western']",Drama
Hævnen,2010.0,118,"Drama, Romance",7.6,65.0,38491,1008098.0,"['Drama', 'Romance']",Drama
Despicable Me,2010.0,95,"Animation, Comedy, Crime",7.6,72.0,500851,251513985.0,"['Animation', 'Comedy', 'Crime']",Animation
50/50,2011.0,100,"Comedy, Drama, Romance",7.6,72.0,315426,35014192.0,"['Comedy', 'Drama', 'Romance']",Comedy
Kick-Ass,2010.0,117,"Action, Comedy, Crime",7.6,66.0,524081,48071303.0,"['Action', 'Comedy', 'Crime']",Action
Celda 211,2009.0,113,"Action, Adventure, Crime",7.6,79.0,63882,23530892.0,"['Action', 'Adventure', 'Crime']",Action
Moneyball,2011.0,133,"Biography, Drama, Sport",7.6,87.0,369529,75605492.0,"['Biography', 'Drama', 'Sport']",Biography
La piel que habito,2011.0,120,"Drama, Horror, Thriller",7.6,70.0,138959,3185812.0,"['Drama', 'Horror', 'Thriller']",Drama
Zombieland,2009.0,88,"Adventure, Comedy, Fantasy",7.6,73.0,520041,75590286.0,"['Adventure', 'Comedy', 'Fantasy']",Adventure
Die Welle,2008.0,107,"Drama, Thriller",7.6,79.0,102742,23530892.0,"['Drama', 'Thriller']",Drama
Sherlock Holmes,2009.0,128,"Action, Adventure, Mystery",7.6,57.0,583158,209028679.0,"['Action', 'Adventure', 'Mystery']",Action
The Blind Side,2009.0,129,"Biography, Drama, Sport",7.6,53.0,293266,255959475.0,"['Biography', 'Drama', 'Sport']",Biography
The Visitor,2007.0,104,Drama,7.6,79.0,41544,9422422.0,['Drama'],Drama
Seven Pounds,2008.0,123,Drama,7.6,36.0,286770,69951824.0,['Drama'],Drama
Eastern Promises,2007.0,100,"Action, Crime, Drama",7.6,82.0,227760,17114882.0,"['Action', 'Crime', 'Drama']",Action
Stardust,2007.0,127,"Adventure, Family, Fantasy",7.6,66.0,255036,38634938.0,"['Adventure', 'Family', 'Fantasy']",Adventure
The Secret of Kells,2009.0,71,"Animation, Adventure, Family",7.6,81.0,31779,686383.0,"['Animation', 'Adventure', 'Family']",Animation
Inside Man,2006.0,129,"Crime, Drama, Mystery",7.6,76.0,339757,88513495.0,"['Crime', 'Drama', 'Mystery']",Crime
Gone Baby Gone,2007.0,114,"Crime, Drama, Mystery",7.6,72.0,250590,20300218.0,"['Crime', 'Drama', 'Mystery']",Crime
La Vie En Rose,2007.0,140,"Biography, Drama, Music",7.6,66.0,82781,10301706.0,"['Biography', 'Drama', 'Music']",Biography
Huo Yuan Jia,2006.0,104,"Action, Biography, Drama",7.6,70.0,72863,24633730.0,"['Action', 'Biography', 'Drama']",Action
The Illusionist,2006.0,110,"Drama, Fantasy, Mystery",7.6,68.0,354728,39868642.0,"['Drama', 'Fantasy', 'Mystery']",Drama
Dead Man's Shoes,2004.0,90,"Crime, Drama, Thriller",7.6,52.0,49728,6013.0,"['Crime', 'Drama', 'Thriller']",Crime
Harry Potter and the Half-Blood Prince,2009.0,153,"Action, Adventure, Family",7.6,78.0,474827,301959197.0,"['Action', 'Adventure', 'Family']",Action
300,2006.0,117,"Action, Drama",7.6,52.0,732876,210614939.0,"['Action', 'Drama']",Action
Match Point,2005.0,124,"Drama, Romance, Thriller",7.6,72.0,206294,23089926.0,"['Drama', 'Romance', 'Thriller']",Drama
Watchmen,2009.0,162,"Action, Drama, Mystery",7.6,56.0,500799,107509799.0,"['Action', 'Drama', 'Mystery']",Action
Lord of War,2005.0,122,"Action, Crime, Drama",7.6,62.0,294140,24149632.0,"['Action', 'Crime', 'Drama']",Action
Saw,2004.0,103,"Horror, Mystery, Thriller",7.6,46.0,379020,56000369.0,"['Horror', 'Mystery', 'Thriller']",Horror
"Synecdoche, New York",2008.0,124,Drama,7.6,67.0,83158,3081925.0,['Drama'],Drama
Mysterious Skin,2004.0,105,Drama,7.6,73.0,65939,697181.0,['Drama'],Drama
Jeux d'enfants,2003.0,93,"Comedy, Drama, Romance",7.6,45.0,67360,548707.0,"['Comedy', 'Drama', 'Romance']",Comedy
Un long dimanche de fiançailles,2004.0,133,"Drama, Mystery, Romance",7.6,76.0,70925,6167817.0,"['Drama', 'Mystery', 'Romance']",Drama
The Station Agent,2003.0,89,"Comedy, Drama",7.6,81.0,67370,5739376.0,"['Comedy', 'Drama']",Comedy
21 Grams,2003.0,124,"Crime, Drama, Thriller",7.6,70.0,224545,16290476.0,"['Crime', 'Drama', 'Thriller']",Crime
Boksuneun naui geot,2002.0,129,"Crime, Drama, Thriller",7.6,56.0,62659,45289.0,"['Crime', 'Drama', 'Thriller']",Crime
Finding Neverland,2004.0,106,"Biography, Drama, Family",7.6,67.0,198677,51680613.0,"['Biography', 'Drama', 'Family']",Biography
25th Hour,2002.0,135,Drama,7.6,68.0,169708,13060843.0,['Drama'],Drama
The Butterfly Effect,2004.0,113,"Drama, Sci-Fi, Thriller",7.6,30.0,451479,57938693.0,"['Drama', 'Sci-Fi', 'Thriller']",Drama
28 Days Later...,2002.0,113,"Drama, Horror, Sci-Fi",7.6,73.0,376853,45064915.0,"['Drama', 'Horror', 'Sci-Fi']",Drama
Batoru rowaiaru,2000.0,114,"Action, Adventure, Drama",7.6,81.0,169091,23530892.0,"['Action', 'Adventure', 'Drama']",Action
The Royal Tenenbaums,2001.0,110,"Comedy, Drama",7.6,76.0,266842,52364010.0,"['Comedy', 'Drama']",Comedy
Y tu mamá también,2001.0,106,Drama,7.6,88.0,115827,13622333.0,['Drama'],Drama
Harry Potter and the Sorcerer's Stone,2001.0,152,"Adventure, Family, Fantasy",7.6,64.0,658185,317575550.0,"['Adventure', 'Family', 'Fantasy']",Adventure
The Others,2001.0,101,"Horror, Mystery, Thriller",7.6,74.0,337651,96522687.0,"['Horror', 'Mystery', 'Thriller']",Horror
Blow,2001.0,124,"Biography, Crime, Drama",7.6,52.0,240714,52990775.0,"['Biography', 'Crime', 'Drama']",Biography
Enemy at the Gates,2001.0,131,"Drama, History, War",7.6,53.0,243729,51401758.0,"['Drama', 'History', 'War']",Drama
Minority Report,2002.0,145,"Action, Crime, Mystery",7.6,80.0,508417,132072926.0,"['Action', 'Crime', 'Mystery']",Action
The Hurricane,1999.0,146,"Biography, Drama, Sport",7.6,74.0,91557,50668906.0,"['Biography', 'Drama', 'Sport']",Biography
American Psycho,2000.0,101,"Comedy, Crime, Drama",7.6,64.0,490062,15070285.0,"['Comedy', 'Crime', 'Drama']",Comedy
Lola rennt,1998.0,81,"Crime, Drama, Thriller",7.6,77.0,188317,7267585.0,"['Crime', 'Drama', 'Thriller']",Crime
The Thin Red Line,1998.0,170,"Drama, War",7.6,78.0,172710,36400491.0,"['Drama', 'War']",Drama
Mulan,1998.0,88,"Animation, Adventure, Family",7.6,71.0,256906,120620254.0,"['Animation', 'Adventure', 'Family']",Animation
Fear and Loathing in Las Vegas,1998.0,118,"Adventure, Comedy, Drama",7.6,41.0,259753,10680275.0,"['Adventure', 'Comedy', 'Drama']",Adventure
Funny Games,1997.0,108,"Crime, Drama, Thriller",7.6,69.0,65058,23530892.0,"['Crime', 'Drama', 'Thriller']",Crime
Dark City,1998.0,100,"Mystery, Sci-Fi, Thriller",7.6,66.0,187927,14378331.0,"['Mystery', 'Sci-Fi', 'Thriller']",Mystery
Sleepers,1996.0,147,"Crime, Drama, Thriller",7.6,49.0,186734,49100000.0,"['Crime', 'Drama', 'Thriller']",Crime
Lost Highway,1997.0,134,"Mystery, Thriller",7.6,52.0,131101,3796699.0,"['Mystery', 'Thriller']",Mystery
Sense and Sensibility,1995.0,136,"Drama, Romance",7.6,84.0,102598,43182776.0,"['Drama', 'Romance']",Drama
Die Hard: With a Vengeance,1995.0,128,"Action, Adventure, Thriller",7.6,58.0,364420,100012499.0,"['Action', 'Adventure', 'Thriller']",Action
Dead Man,1995.0,121,"Adventure, Drama, Fantasy",7.6,62.0,90442,1037847.0,"['Adventure', 'Drama', 'Fantasy']",Adventure
The Bridges of Madison County,1995.0,135,"Drama, Romance",7.6,69.0,73172,71516617.0,"['Drama', 'Romance']",Drama
Apollo 13,1999.0,140,"Adventure, Drama, History",7.6,77.0,269197,173837933.0,"['Adventure', 'Drama', 'History']",Adventure
Trois couleurs: Blanc,1994.0,92,"Comedy, Drama, Romance",7.6,88.0,64390,1464625.0,"['Comedy', 'Drama', 'Romance']",Comedy
Falling Down,1993.0,113,"Action, Crime, Drama",7.6,56.0,171640,40903593.0,"['Action', 'Crime', 'Drama']",Action
Dazed and Confused,1993.0,102,Comedy,7.6,78.0,165465,7993039.0,['Comedy'],Comedy
My Cousin Vinny,1992.0,120,"Comedy, Crime",7.6,68.0,107325,52929168.0,"['Comedy', 'Crime']",Comedy
Omohide poro poro,1991.0,118,"Animation, Drama, Romance",7.6,90.0,27071,453243.0,"['Animation', 'Drama', 'Romance']",Animation
Delicatessen,1991.0,99,"Comedy, Crime",7.6,66.0,80487,1794187.0,"['Comedy', 'Crime']",Comedy
Home Alone,1990.0,103,"Comedy, Family",7.6,63.0,488817,285761243.0,"['Comedy', 'Family']",Comedy
The Godfather: Part III,1990.0,162,"Crime, Drama",7.6,60.0,359809,66666062.0,"['Crime', 'Drama']",Crime
When Harry Met Sally...,1989.0,95,"Comedy, Drama, Romance",7.6,76.0,195663,92823600.0,"['Comedy', 'Drama', 'Romance']",Comedy
The Little Mermaid,1989.0,83,"Animation, Family, Fantasy",7.6,88.0,237696,111543479.0,"['Animation', 'Family', 'Fantasy']",Animation
The Naked Gun: From the Files of Police Squad!,1988.0,85,"Comedy, Crime",7.6,76.0,152871,78756177.0,"['Comedy', 'Crime']",Comedy
"Planes, Trains & Automobiles",1987.0,93,"Comedy, Drama",7.6,72.0,124773,49530280.0,"['Comedy', 'Drama']",Comedy
Lethal Weapon,1987.0,109,"Action, Crime, Thriller",7.6,68.0,236894,65207127.0,"['Action', 'Crime', 'Thriller']",Action
Blood Simple,1984.0,99,"Crime, Drama, Thriller",7.6,82.0,87745,2150000.0,"['Crime', 'Drama', 'Thriller']",Crime
On Golden Pond,1981.0,109,Drama,7.6,68.0,27650,119285432.0,['Drama'],Drama
Mad Max 2,1981.0,96,"Action, Adventure, Sci-Fi",7.6,77.0,166588,12465371.0,"['Action', 'Adventure', 'Sci-Fi']",Action
The Warriors,1979.0,92,"Action, Crime, Thriller",7.6,65.0,93878,22490039.0,"['Action', 'Crime', 'Thriller']",Action
The Muppet Movie,1979.0,95,"Adventure, Comedy, Family",7.6,74.0,32802,76657000.0,"['Adventure', 'Comedy', 'Family']",Adventure
Escape from Alcatraz,1979.0,112,"Action, Biography, Crime",7.6,76.0,121731,43000000.0,"['Action', 'Biography', 'Crime']",Action
Watership Down,1978.0,91,"Animation, Adventure, Drama",7.6,64.0,33656,23530892.0,"['Animation', 'Adventure', 'Drama']",Animation
Midnight Express,1978.0,121,"Biography, Crime, Drama",7.6,59.0,73662,35000000.0,"['Biography', 'Crime', 'Drama']",Biography
Close Encounters of the Third Kind,1977.0,138,"Drama, Sci-Fi",7.6,90.0,184966,132088635.0,"['Drama', 'Sci-Fi']",Drama
The Long Goodbye,1973.0,112,"Comedy, Crime, Drama",7.6,87.0,26337,959000.0,"['Comedy', 'Crime', 'Drama']",Comedy
Giù la testa,1971.0,157,"Drama, War, Western",7.6,77.0,30144,696690.0,"['Drama', 'War', 'Western']",Drama
Kelly's Heroes,1970.0,144,"Adventure, Comedy, War",7.6,50.0,45338,1378435.0,"['Adventure', 'Comedy', 'War']",Adventure
The Jungle Book,1967.0,78,"Animation, Adventure, Family",7.6,65.0,166409,141843612.0,"['Animation', 'Adventure', 'Family']",Animation
Blowup,1966.0,111,"Drama, Mystery, Thriller",7.6,82.0,56513,23530892.0,"['Drama', 'Mystery', 'Thriller']",Drama
A Hard Day's Night,1964.0,87,"Comedy, Music, Musical",7.6,96.0,40351,13780024.0,"['Comedy', 'Music', 'Musical']",Comedy
Breakfast at Tiffany's,1961.0,115,"Comedy, Drama, Romance",7.6,76.0,166544,23530892.0,"['Comedy', 'Drama', 'Romance']",Comedy
Giant,1956.0,201,"Drama, Western",7.6,84.0,34075,23530892.0,"['Drama', 'Western']",Drama
From Here to Eternity,1953.0,118,"Drama, Romance, War",7.6,85.0,43374,30500000.0,"['Drama', 'Romance', 'War']",Drama
Lifeboat,1944.0,97,"Drama, War",7.6,78.0,26471,23530892.0,"['Drama', 'War']",Drama
The 39 Steps,1935.0,86,"Crime, Mystery, Thriller",7.6,93.0,51853,23530892.0,"['Crime', 'Mystery', 'Thriller']",Crime
